feature0_t0,feature1_t0,feature2_t0,feature3_t0,feature4_t0,feature5_t0,feature6_t0,feature7_t0,feature0_t1,feature1_t1,feature2_t1,feature3_t1,feature4_t1,feature5_t1,feature6_t1,feature7_t1,feature0_t2,feature1_t2,feature2_t2,feature3_t2,feature4_t2,feature5_t2,feature6_t2,feature7_t2,feature0_t3,feature1_t3,feature2_t3,feature3_t3,feature4_t3,feature5_t3,feature6_t3,feature7_t3,feature0_t4,feature1_t4,feature2_t4,feature3_t4,feature4_t4,feature5_t4,feature6_t4,feature7_t4,feature0_t5,feature1_t5,feature2_t5,feature3_t5,feature4_t5,feature5_t5,feature6_t5,feature7_t5,feature0_t6,feature1_t6,feature2_t6,feature3_t6,feature4_t6,feature5_t6,feature6_t6,feature7_t6,feature0_t7,feature1_t7,feature2_t7,feature3_t7,feature4_t7,feature5_t7,feature6_t7,feature7_t7,feature0_t8,feature1_t8,feature2_t8,feature3_t8,feature4_t8,feature5_t8,feature6_t8,feature7_t8,feature0_t9,feature1_t9,feature2_t9,feature3_t9,feature4_t9,feature5_t9,feature6_t9,feature7_t9,label
1.0,1.0,0.0022026431718060735,0.0022026431718060735,0.0,1.5540809314650434,0.0,0.0,2.0,1.0,0.00439560439560438,0.0065982475674104535,0.0,1.429884013525051,0.0,0.0,2.0,0.0,0.004376367614879584,0.010974615182290037,0.0,1.4326386455906976,0.0,0.0,2.0,0.0,0.004357298474945592,0.01533191365723563,0.0,0.7840218474199273,0.0,0.0,0.0,-2.0,0.0,0.01533191365723563,0.0,0.7396463055239434,0.0,0.0,-1.0,-1.0,-0.002169197396963085,0.013162716260272544,-0.002169197396963085,1.6174612390568552,0.0,0.0,0.0,1.0,0.0,0.013162716260272544,-0.002169197396963085,0.448296212068487,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.23371949382047347,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.5399051004367565,0.0,0.0,-1.0,-1.0,-0.0021739130434782483,0.010988803216794296,-0.004343110440441333,0.9124084372739316,0.0,0.0,1
2.0,1.0,0.00439560439560438,0.0065982475674104535,0.0,1.429884013525051,0.0,0.0,2.0,0.0,0.004376367614879584,0.010974615182290037,0.0,1.4326386455906976,0.0,0.0,2.0,0.0,0.004357298474945592,0.01533191365723563,0.0,0.7840218474199273,0.0,0.0,0.0,-2.0,0.0,0.01533191365723563,0.0,0.7396463055239434,0.0,0.0,-1.0,-1.0,-0.002169197396963085,0.013162716260272544,-0.002169197396963085,1.6174612390568552,0.0,0.0,0.0,1.0,0.0,0.013162716260272544,-0.002169197396963085,0.448296212068487,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.23371949382047347,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.5399051004367565,0.0,0.0,-1.0,-1.0,-0.0021739130434782483,0.010988803216794296,-0.004343110440441333,0.9124084372739316,0.0,0.0,-1.0,0.0,-0.002178649237472796,0.0088101539793215,-0.00652175967791413,1.3183111077700451,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,2.39302160048888,0.0,0.0,0.009999999999999787,0.009999999999999787,0.0011223344556676729,0.0011223344556676729,0.0,0.6830669859484683,0.0,0.0,0.009999999999999787,0.0,0.0011210762331839152,0.002243410688851588,0.0,1.4265903283828802,0.0,0.0,0.009999999999999787,0.0,0.0011198208286673506,0.0033632315175189387,0.0,0.038338822464566165,0.0,0.0,-0.009999999999999787,-0.019999999999999574,-0.0011185682326622093,0.0022446632848567294,-0.0011185682326622093,0.6956345404856447,0.0,0.0,0.0,0.009999999999999787,0.0,0.0022446632848567294,-0.0011185682326622093,0.45074191840106914,0.0,0.0,0.030000000000001137,0.030000000000001137,0.0033594624860022737,0.005604125770859003,0.0,2.5391159680598836,0.0,0.0,0.0,-0.030000000000001137,0.0,0.005604125770859003,0.0,0.5164625683601688,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.6901632478664067,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.467888928806919,0.0,0.0,1
1.0,1.0,0.0022026431718060735,0.0022026431718060735,0.0,1.5540809314650434,0.0,0.0,2.0,1.0,0.00439560439560438,0.0065982475674104535,0.0,1.429884013525051,0.0,0.0,2.0,0.0,0.004376367614879584,0.010974615182290037,0.0,1.4326386455906976,0.0,0.0,2.0,0.0,0.004357298474945592,0.01533191365723563,0.0,0.7840218474199273,0.0,0.0,0.0,-2.0,0.0,0.01533191365723563,0.0,0.7396463055239434,0.0,0.0,-1.0,-1.0,-0.002169197396963085,0.013162716260272544,-0.002169197396963085,1.6174612390568552,0.0,0.0,0.0,1.0,0.0,0.013162716260272544,-0.002169197396963085,0.448296212068487,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.23371949382047347,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.5399051004367565,0.0,0.0,-1.0,-1.0,-0.0021739130434782483,0.010988803216794296,-0.004343110440441333,0.9124084372739316,0.0,0.0,1
2.0,1.0,0.00439560439560438,0.0065982475674104535,0.0,1.429884013525051,0.0,0.0,2.0,0.0,0.004376367614879584,0.010974615182290037,0.0,1.4326386455906976,0.0,0.0,2.0,0.0,0.004357298474945592,0.01533191365723563,0.0,0.7840218474199273,0.0,0.0,0.0,-2.0,0.0,0.01533191365723563,0.0,0.7396463055239434,0.0,0.0,-1.0,-1.0,-0.002169197396963085,0.013162716260272544,-0.002169197396963085,1.6174612390568552,0.0,0.0,0.0,1.0,0.0,0.013162716260272544,-0.002169197396963085,0.448296212068487,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.23371949382047347,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.5399051004367565,0.0,0.0,-1.0,-1.0,-0.0021739130434782483,0.010988803216794296,-0.004343110440441333,0.9124084372739316,0.0,0.0,-1.0,0.0,-0.002178649237472796,0.0088101539793215,-0.00652175967791413,1.3183111077700451,0.0,0.0,1
2.0,0.0,0.004376367614879584,0.010974615182290037,0.0,1.4326386455906976,0.0,0.0,2.0,0.0,0.004357298474945592,0.01533191365723563,0.0,0.7840218474199273,0.0,0.0,0.0,-2.0,0.0,0.01533191365723563,0.0,0.7396463055239434,0.0,0.0,-1.0,-1.0,-0.002169197396963085,0.013162716260272544,-0.002169197396963085,1.6174612390568552,0.0,0.0,0.0,1.0,0.0,0.013162716260272544,-0.002169197396963085,0.448296212068487,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.23371949382047347,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.5399051004367565,0.0,0.0,-1.0,-1.0,-0.0021739130434782483,0.010988803216794296,-0.004343110440441333,0.9124084372739316,0.0,0.0,-1.0,0.0,-0.002178649237472796,0.0088101539793215,-0.00652175967791413,1.3183111077700451,0.0,0.0,0.0,1.0,0.0,0.0088101539793215,-0.00652175967791413,1.259852479419735,0.0,0.0,1
2.0,0.0,0.004357298474945592,0.01533191365723563,0.0,0.7840218474199273,0.0,0.0,0.0,-2.0,0.0,0.01533191365723563,0.0,0.7396463055239434,0.0,0.0,-1.0,-1.0,-0.002169197396963085,0.013162716260272544,-0.002169197396963085,1.6174612390568552,0.0,0.0,0.0,1.0,0.0,0.013162716260272544,-0.002169197396963085,0.448296212068487,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.23371949382047347,0.0,0.0,0.0,0.0,0.0,0.013162716260272544,-0.002169197396963085,0.5399051004367565,0.0,0.0,-1.0,-1.0,-0.0021739130434782483,0.010988803216794296,-0.004343110440441333,0.9124084372739316,0.0,0.0,-1.0,0.0,-0.002178649237472796,0.0088101539793215,-0.00652175967791413,1.3183111077700451,0.0,0.0,0.0,1.0,0.0,0.0088101539793215,-0.00652175967791413,1.259852479419735,0.0,0.0,-1.0,-1.0,-0.0021834061135370675,0.0066267478657844325,-0.008705165791451197,1.0285722774487254,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,2.39302160048888,0.0,0.0,0.009999999999999787,0.009999999999999787,0.0011223344556676729,0.0011223344556676729,0.0,0.6830669859484683,0.0,0.0,0.009999999999999787,0.0,0.0011210762331839152,0.002243410688851588,0.0,1.4265903283828802,0.0,0.0,0.009999999999999787,0.0,0.0011198208286673506,0.0033632315175189387,0.0,0.038338822464566165,0.0,0.0,-0.009999999999999787,-0.019999999999999574,-0.0011185682326622093,0.0022446632848567294,-0.0011185682326622093,0.6956345404856447,0.0,0.0,0.0,0.009999999999999787,0.0,0.0022446632848567294,-0.0011185682326622093,0.45074191840106914,0.0,0.0,0.030000000000001137,0.030000000000001137,0.0033594624860022737,0.005604125770859003,0.0,2.5391159680598836,0.0,0.0,0.0,-0.030000000000001137,0.0,0.005604125770859003,0.0,0.5164625683601688,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.6901632478664067,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.467888928806919,0.0,0.0,1
0.009999999999999787,0.009999999999999787,0.0011223344556676729,0.0011223344556676729,0.0,0.6830669859484683,0.0,0.0,0.009999999999999787,0.0,0.0011210762331839152,0.002243410688851588,0.0,1.4265903283828802,0.0,0.0,0.009999999999999787,0.0,0.0011198208286673506,0.0033632315175189387,0.0,0.038338822464566165,0.0,0.0,-0.009999999999999787,-0.019999999999999574,-0.0011185682326622093,0.0022446632848567294,-0.0011185682326622093,0.6956345404856447,0.0,0.0,0.0,0.009999999999999787,0.0,0.0022446632848567294,-0.0011185682326622093,0.45074191840106914,0.0,0.0,0.030000000000001137,0.030000000000001137,0.0033594624860022737,0.005604125770859003,0.0,2.5391159680598836,0.0,0.0,0.0,-0.030000000000001137,0.0,0.005604125770859003,0.0,0.5164625683601688,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.6901632478664067,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.467888928806919,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.885909275546944,0.0,0.0,1
0.009999999999999787,0.0,0.0011210762331839152,0.002243410688851588,0.0,1.4265903283828802,0.0,0.0,0.009999999999999787,0.0,0.0011198208286673506,0.0033632315175189387,0.0,0.038338822464566165,0.0,0.0,-0.009999999999999787,-0.019999999999999574,-0.0011185682326622093,0.0022446632848567294,-0.0011185682326622093,0.6956345404856447,0.0,0.0,0.0,0.009999999999999787,0.0,0.0022446632848567294,-0.0011185682326622093,0.45074191840106914,0.0,0.0,0.030000000000001137,0.030000000000001137,0.0033594624860022737,0.005604125770859003,0.0,2.5391159680598836,0.0,0.0,0.0,-0.030000000000001137,0.0,0.005604125770859003,0.0,0.5164625683601688,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.6901632478664067,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.467888928806919,0.0,0.0,0.0,0.0,0.0,0.005604125770859003,0.0,0.885909275546944,0.0,0.0,-0.02000000000000135,-0.02000000000000135,-0.0022321428571430157,0.0033719829137159874,-0.0022321428571430157,0.4358808548241927,0.0,0.0,1
